paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
53908a4020f70186a0d9e42f,Proceedings of the VLDB 2001 International Workshop on Databases in Telecommunications II,Willem Jonker,DBTel '01 Proceedings of the VLDB 2001 International Workshop on Databases in Telecommunications II,2001,proceedings of the vldb 2001 international workshop on databases in telecommunications ii,willem jonker,1997
539087e720f70186a0d69690,Free parallel data mining,"Bin Li, Dennis Shasha",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,free parallel data mining,bin li dennis shasha,1186
5390972920f70186a0dfacd9,dbSwitch™: towards a database utility,"Shaul Dar, Gil Hecht, Eden Shochat",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,dbswitch towards a database utility,shaul dar gil hecht eden shochat,73
5390962020f70186a0df3f4a,Entity-Relationship modeling revisited,Antonio Badia,ACM SIGMOD Record,2004,entity relationship modeling revisited,antonio badia,2888
53909f8c20f70186a0e4020e,An injection with tree awareness: adding staircase join to postgreSQL,"Sabine Mayer, Torsten Grust, Maurice van Keulen, Jens Teubner",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,an injection with tree awareness adding staircase join to postgresql,sabine mayer torsten grust maurice van keulen jens teubner,621
5390881220f70186a0d7e29c,On XML integrity constraints in the presence of DTDs,"Wenfei Fan, Leonid Libkin",PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,on xml integrity constraints in the presence of dtds,wenfei fan leonid libkin,1661
53908a7420f70186a0da466f,High Level Indexing of User-Defined Types,"Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendonça Mattos, Brian T. Tran, Yun Wang",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,high level indexing of user defined types,weidong chen jyh herng chow you chin fuh jean grandbois michelle jou nelson mendon a mattos brian t tran yun wang,2126
5390975920f70186a0dfe2b7,Introducing an annotated bibliography on temporal and evolution aspects in the World Wide Web,Fabio Grandi,ACM SIGMOD Record,2004,introducing an annotated bibliography on temporal and evolution aspects in the world wide web,fabio grandi,163
5390975920f70186a0dfc980,Querying peer-to-peer networks using P-trees,"Adina Crainiceanu, Prakash Linga, Johannes Gehrke, Jayavel Shanmugasundaram",Proceedings of the 7th International Workshop on the Web and Databases: colocated with ACM SIGMOD/PODS 2004,2004,querying peer to peer networks using p trees,adina crainiceanu prakash linga johannes gehrke jayavel shanmugasundaram,135
539087f320f70186a0d6f87a,DynaMat: a dynamic view management system for data warehouses,"Yannis Kotidis, Nick Roussopoulos",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,dynamat a dynamic view management system for data warehouses,yannis kotidis nick roussopoulos,1295
53909f6920f70186a0e3a9af,Experience report: exploiting advanced database optimization features for Large-Scale SAP R/3 installations,"Bernhard Zeller, Alfons Kemper",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,experience report exploiting advanced database optimization features for large scale sap r 3 installations,bernhard zeller alfons kemper,327
5390972920f70186a0dfacf7,Rethinking the conference reviewing process,"Michael J. Franklin, Jennifer Widom, Anastassia Ailamaki, Philip A. Bernstein, David DeWitt, Alon Halevy, Zachary Ives, Gerhard Weikum",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,rethinking the conference reviewing process,michael j franklin jennifer widom anastassia ailamaki philip a bernstein david dewitt alon halevy zachary ives gerhard weikum,108
5390880220f70186a0d75f4c,&lgr;-DB: an ODMG-based object-oriented DBMS,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,lgr db an odmg based object oriented dbms,leonidas fegaras chandrasekhar srinivasan arvind rajendran david maier,1497
5390881220f70186a0d7f82f,An Illustra technical white paper,John Gaffney,ACM SIGMOD Record,1996,an illustra technical white paper,john gaffney,1720
5390881220f70186a0d7e2e7,Bit-sliced index arithmetic,"Denis Rinfret, Patrick O'Neil, Elizabeth O'Neil",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,bit sliced index arithmetic,denis rinfret patrick o neil elizabeth o neil,1617
53908a9720f70186a0da68f8,Query Processing in Embedded Control Programs,"David Toman, Grant E. Weddell",DBTel '01 Proceedings of the VLDB 2001 International Workshop on Databases in Telecommunications II,2001,query processing in embedded control programs,david toman grant e weddell,2451
5390880220f70186a0d77f6a,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,Opher Etzion,ACM SIGMOD Record,1999,report on ngits 99 the fourth international workshop on next generation information technologies and systems,opher etzion,1538
53908b2a20f70186a0db90a9,Scientific Journals: Extinction or Explosion? (Panel),"Raghu Ramakrishnan, Hector Garcia-Molina, Gerhard Rossbach, Abraham Silberschatz, Gio Wiederhold, Jaco Zijlstra",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,scientific journals extinction or explosion panel,raghu ramakrishnan hector garcia molina gerhard rossbach abraham silberschatz gio wiederhold jaco zijlstra,2473
53908b4920f70186a0dbbf77,The impact of the constant complement approach towards view updating,Jens Lechtenbörger,Proceedings of the twenty-second ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2003,the impact of the constant complement approach towards view updating,jens lechtenb rger,2656
53908a9720f70186a0da6a7b,Relevance Ranking Tuning for Similarity Queries on XML Data,"Paolo Ciaccia, Wilma Penzo",Proceedings of the VLDB 2002 Workshop EEXTT and CAiSE 2002 Workshop DTWeb on Efficiency and Effectiveness of XML Tools and Techniques and Data Integration over the Web-Revised Papers,2003,relevance ranking tuning for similarity queries on xml data,paolo ciaccia wilma penzo,2472
53908b4920f70186a0dbabd5,Fast image retrieval using color-spatial information,"Beng Chin Ooi, Kian-Lee Tan, Tat Seng Chua, Wynne Hsu",The VLDB Journal — The International Journal on Very Large Data Bases,1998,fast image retrieval using color spatial information,beng chin ooi kian lee tan tat seng chua wynne hsu,2542
5390880220f70186a0d762fd,SPIRE: a progressive content-based spatial image retrieval engine,"Chung-Sheng Li, Lawrence D. Bergman, Yuan-Chi Chang, Vittorio Castelli, John R. Smith",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,spire a progressive content based spatial image retrieval engine,chung sheng li lawrence d bergman yuan chi chang vittorio castelli john r smith,1523
5390882420f70186a0d89099,Distributed computation of web queries using automata,"Marc Spielmann, Jerzy Tyszkiewicz, Jan Van den Bussche",Proceedings of the twenty-first ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2002,distributed computation of web queries using automata,marc spielmann jerzy tyszkiewicz jan van den bussche,1755
5390975920f70186a0dfe2b4,A distributed database for bio-molecular images,"Ambuj K. Singh, B. S. Manjunath, Robert F. Murphy",ACM SIGMOD Record,2004,a distributed database for bio molecular images,ambuj k singh b s manjunath robert f murphy,157
5390958920f70186a0deec72,Analysis of SIGMOD's co-authorship graph,"Mario A. Nascimento, Jörg Sander, Jeffrey Pound",ACM SIGMOD Record,2003,analysis of sigmod s co authorship graph,mario a nascimento j rg sander jeffrey pound,2808
53908d6520f70186a0dd1a10,Mapping data in peer-to-peer systems: semantics and algorithmic issues,"Anastasios Kementsietsidis, Marcelo Arenas, Renée J. Miller",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,mapping data in peer to peer systems semantics and algorithmic issues,anastasios kementsietsidis marcelo arenas ren e j miller,2726
539087dd20f70186a0d6449a,Maintenance of data cubes and summary tables in a warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,maintenance of data cubes and summary tables in a warehouse,inderpal singh mumick dallan quass barinderpal singh mumick,963
53909f8c20f70186a0e3fe90,ATLAS: a small but complete SQL extension for data mining and data streams,"Haixun Wang, Carlo Zaniolo, Chang Richard Luo",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,atlas a small but complete sql extension for data mining and data streams,haixun wang carlo zaniolo chang richard luo,487
539087e720f70186a0d6967c,High-dimensional index structures database support for next decade's applications (tutorial),"Stefan Berchtold, Daniel A. Keim",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,high dimensional index structures database support for next decade s applications tutorial,stefan berchtold daniel a keim,1164
539087dd20f70186a0d6451e,Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,sentinel an object oriented dbms with event based rules,s chakravarthy,1012
539087fe20f70186a0d75e4e,Transversing itemset lattices with statistical metric pruning,"Shinichi Morishita, Jun Sese",PODS '00 Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2000,transversing itemset lattices with statistical metric pruning,shinichi morishita jun sese,1433
5390880220f70186a0d75f05,A chase too far?,"Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,a chase too far,lucian popa alin deutsch arnaud sahuguet val tannen,1464
53909f8c20f70186a0e3fe7e,A database striptease or how to manage your personal databases,"Martin Kersten, Gerhard Weikum, Michael Franklin, Daniel Keim, Alex Buchmann, Surajit Chaudhuri",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,a database striptease or how to manage your personal databases,martin kersten gerhard weikum michael franklin daniel keim alex buchmann surajit chaudhuri,450
53908b4920f70186a0dbabd2,Maintenance of implication integrity constraints under updates to constraints,"Naci S. Ishakbeyoglu, Z. Meral Ozsoyoglu",The VLDB Journal — The International Journal on Very Large Data Bases,1998,maintenance of implication integrity constraints under updates to constraints,naci s ishakbeyoglu z meral ozsoyoglu,2571
53909f8c20f70186a0e4018b,Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,"Mario A. Nascimento, M. Tamer Özsu, Donald Kossmann, Renée J. Miller, José A. Blakeley, K. Bernhard Schiefer",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,proceedings of the thirtieth international conference on very large data bases volume 30,mario a nascimento m tamer zsu donald kossmann ren e j miller jos a blakeley k bernhard schiefer,505
53908a7420f70186a0da45d2,R-Tree Based Indexing of Now-Relative Bitemporal Data,"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,r tree based indexing of now relative bitemporal data,rasa bliujute christian s jensen simonas saltenis giedrius slivinskas,2092
558cf1b2e4b0bb3102a0ca96,ACM SIGMOD Record,Michael Franklin,ACM SIGMOD Record,1997,acm sigmod record,michael franklin,1029
53908b4920f70186a0dbabc8,Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"Goksel Aslan, Dennis McLeod",The VLDB Journal — The International Journal on Very Large Data Bases,1999,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,goksel aslan dennis mcleod,2535
53908d6520f70186a0dd1a21,Dynamic XML documents with distribution and replication,"Serge Abiteboul, Angela Bonifati, Grégory Cobéna, Ioana Manolescu, Tova Milo",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,dynamic xml documents with distribution and replication,serge abiteboul angela bonifati gr gory cob na ioana manolescu tova milo,2742
