index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
1329,539087f320f70186a0d6f95e,evolvable view environment eve non equivalent view maintenance under schema changes,e a rundensteiner a koeller x zhang a j lee a nica a van wyk y lee,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1330,539087f320f70186a0d6f95f,exploratory mining via constrained frequent set queries,raymond ng laks v s lakshmanan jiawei han teresa mah,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1331,539087f320f70186a0d6f95b,dbis toolkit adaptable middleware for large scale data delivery,mehmet altinel demet aksoy thomas baby michael franklin william shapiro stan zdonik,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1332,539087f320f70186a0d6f962,powerbookmarks a system for personalizable web information organization sharing and management,wen syan li quoc vu edward chang divyakant agrawal kyoji hirata sougata mukherjea yi leh wu corey bufi chen chuan kevin chang yoshinori hara reiko ito yutaka kimura kezuyuki shimazu yukiyoshi saito,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1333,539087f320f70186a0d6f966,the ccube constraint object oriented database system,alexander brodsky victor e segal jia chen paval a exarkhopoulo,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1334,539087f320f70186a0d6f969,the jungle database search engine,michael b hlen linas bukauskas curtis dyreson,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1335,539087f320f70186a0d6f964,tam a system for dynamic transactional activity management,tong zhou ling liu calton pu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1336,539087f320f70186a0d6f967,the cornell jaguar project adding mobility to predator,phillippe bonnet kyle buza zhiyuan chan victor cheng randolph chung takako hickey ryan kennedy daniel mahashin tobias mayr ivan oprencak praveen seshadri hubert siu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1337,539087f320f70186a0d6f963,serf odmg based generic re structuring facility,e a rundensteiner k claypool m li l chen z zhang c natarajan j jin s de lima s weiner,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1338,539087f320f70186a0d6f95c,domino databases for moving objects tracking,ouri wolfson prasad sistla bo xu jutai zhou sam chamberlain,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1339,539087f320f70186a0d6f965,the aqua approximate query answering system,swarup acharya phillip b gibbons viswanath poosala sridhar ramaswamy,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1340,539087f320f70186a0d6f96b,a user centered interface for querying distributed multimedia databases,isabel f cruz kimberly m james,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1341,539087f320f70186a0d6f879,bottom up computation of sparse and iceberg cube,kevin beyer raghu ramakrishnan,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1342,539087f320f70186a0d6f96d,xml based information mediation with mix,chaitan baru amarnath gupta bertram lud scher richard marciano yannis papakonstantinou pavel velikhov vincent chu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1343,539087f320f70186a0d6f891,datablitz storage manager main memory database performance for critical applications,j baulier p bohannon s gogate c gupta s haldar,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1344,539087f320f70186a0d6f874,an adaptive query execution system for data integration,zachary g ives daniela florescu marc friedman alon levy daniel s weld,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1345,539087f320f70186a0d6f85c,selectivity estimation in spatial databases,swarup acharya viswanath poosala sridhar ramaswamy,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1346,539087f320f70186a0d6f884,a layered architecture for querying dynamic web content,hasan davulcu juliana freire michael kifer i v ramakrishnan,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1347,539087f320f70186a0d6f88e,bringing object relational technology to the mainstream,vishu krishnamurthy sandeepan banerjee anil nori,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1348,539087f320f70186a0d6f88b,clustering methods for large databases from the past to the future,alexander hinneburg daniel a keim,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1349,539087f320f70186a0d6f88c,managing web data,dan suciu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1350,539087f320f70186a0d6f87c,walrus a similarity retrieval algorithm for image databases,apostol natsev rajeev rastogi kyuseok shim,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1351,539087f320f70186a0d6f886,of crawlers portals mice and men is there more to mining the web,minos n garofalakis sridhar ramaswamy rajeev rastogi kyuseok shim,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1352,539087f320f70186a0d6f885,honey i shrunk the database footprint mobility and beyond,praveen seshadri,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1353,539087f320f70186a0d6f875,query optimization in the presence of limited access patterns,daniela florescu alon levy ioana manolescu dan suciu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1354,539087f320f70186a0d6f87d,a new method for similarity indexing of market basket data,charu c aggarwal joel l wolf philip s yu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1355,539087f320f70186a0d6f87e,efficient geometry based similarity search of 3d spatial databases,daniel a keim,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1356,539087f320f70186a0d6f87b,shrinking the warehouse update window,wilburt juan labio ramana yerneni hector garcia molina,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1357,539087f320f70186a0d6f86a,self tuning histograms building histograms without looking at data,ashraf aboulnaga surajit chaudhuri,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1358,539087f320f70186a0d6f96c,world wide database integrating the web corba and databases,athman bouguettaya boualem benatallah lily hendra james beard kevin smith mourad quzzani,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1359,539087f320f70186a0d6f96a,the wasa2 object oriented workflow management system,gottfried vossen mathias weske,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1360,539087f320f70186a0d6f968,the active multisync controller of the cubetree storage organization,nick roussopoulos yannis kotidis yannis sismanis,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1361,539087f320f70186a0d6fde8,safe locking policies for dynamic databases,vinay k chaudhri vassos hadzilacos,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1362,539087f320f70186a0d6fdeb,arity bounds in first order incremental evaluation and definition of polynomial time database queries,guozhu dong jianwen su,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1363,539087f320f70186a0d6fde9,algebras for querying text regions expressive power and optimization,mariano p consens tova milo,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1364,539087f320f70186a0d6fdef,semantics and expressiveness issues in active databases,philippe picouet victor vianu,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1365,539087f320f70186a0d6fdf0,learning with refutation,sanjay jain,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1366,539087f320f70186a0d6fdf4,a three party communication problem,leonard j schulman,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1367,539087f320f70186a0d6fdf2,approximating hyper rectangles learning and pseudorandom sets,peter auer philip m long aravind srinivasan,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1368,558f3ada0cf2e66758051f0b,acm sigmod record,michael franklin,acm sigmod record,1998
1369,539087f320f70186a0d6fe10,a workflow based electronic marketplace on the web,asuman dogac ilker durusoy sena arpinar nesime tatbul pinar koksal ibrahim cingil nazife dimililer,acm sigmod record,1998
